business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
CORNERSTONE PROSTHETICS,1520 ROOSEVELT AVE,MT VERNON,WA,98273,2685,3,5999,Retailer Of Miscellaneous Merchandise,52937644,976785964,48.433746,-122.321945,3,9,0,0,0,0101000020E6100000168733BF9A945EC0AA622AFD84374840
FARMERS INSURANCE GROUP,325 W KINCAID ST,MT VERNON,WA,98273,4219,2,6411,"Insurance Agents, Brokers And Service",31245020,402738096,48.417667,-122.338024,3,9,3001,13423,271,0101000020E6100000D7506A2FA2955EC029CFBC1C76354840
SMART STYLE FAMILY HAIR SALON,2301 FREEWAY DR,MT VERNON,WA,98273,5445,5,7231,Beauty Shops,189307556,402309875,48.441198,-122.342914,3,2,1694,2207,274,0101000020E6100000CBD58F4DF2955EC0C287122D79384840
LOAN CARE,425 COMMERCIAL ST # 204,MT VERNON,WA,98273,5560,1,6141,Personal Credit Institutions,42848055,402550165,48.438228,-122.332517,3,9,0,0,0,0101000020E61000004C1762F547955EC08318E8DA17384840
SUPERB IMPORT SVC,813 W DIVISION ST,MT VERNON,WA,98273,3223,1,7538,General Automotive Repair Service,40718832,402771027,48.421478,-122.341081,3,9,0,0,0,0101000020E61000005E126745D4955EC0E3FDB8FDF2354840
EAGLEMONT GOLF COURSE MNTNC,5219 EAGLEMONT DR,MT VERNON,WA,98273,,10,8742,Management Consulting Service,199433211,402309872,48.42266,-122.33068,7,9,0,0,0,0101000020E61000003E5C72DC29955EC0E7A90EB919364840
VITAL CHIROPRACTIC,600 N 4TH ST,MT VERNON,WA,98273,2828,2,8041,Chiropractor's Office,31041509,558555751,48.425955,-122.335113,3,9,0,0,0,0101000020E6100000BADDCB7D72955EC0AA4885B185364840
NATALIE WEATHERBY CNM,4100 E KINCAID,MT VERNON,WA,98273,,2,8049,Health Practitioner's Office,169583164,402309938,48.42266,-122.33068,7,9,0,0,0,0101000020E61000003E5C72DC29955EC0E7A90EB919364840
SEA MAR BEHAVIORAL HEALTH,1010 E COLLEGE WAY,MT VERNON,WA,98273,5624,10,8051,Skilled Nurse Care Facility,186736401,899737191,48.435603,-122.325786,3,9,0,0,0,0101000020E6100000A8DF85ADD9945EC00E85CFD6C1374840
SOUDERS LAW GROUP,608 S 1ST ST # 207,MT VERNON,WA,98273,5918,4,8111,Legal Service,32498998,416142777,48.418389,-122.339115,3,9,0,0,0,0101000020E610000051A5660FB4955EC0C90050C58D354840
MICHELLE LAMBERT,404 S 1ST ST # 205,MT VERNON,WA,98273,3866,2,8111,Legal Service,31165575,402309718,48.419669,-122.33862,3,9,0,0,0,0101000020E6100000617138F3AB955EC09012BBB6B7354840
TERRY H SCHABERG LAW OFFICE,720 MAIN ST # 230,MT VERNON,WA,98273,3830,3,8111,Legal Service,47816526,404062087,48.417739,-122.339061,3,9,0,0,0,0101000020E61000005796E82CB3955EC0C2A1B77878354840
CAREER & TECH ACADEMY,2205 W CAMPUS PL,MT VERNON,WA,98273,2725,7,8249,Vocational School,199433208,402385326,48.42266,-122.33068,7,9,0,0,0,0101000020E61000003E5C72DC29955EC0E7A90EB919364840
RESPECT FOR BABIES CHILD CARE,620 N 15TH ST,MT VERNON,WA,98273,3413,1,8351,Child Day Care Service,56929587,402306687,48.426064,-122.322783,3,9,0,0,0,0101000020E61000001B2D077AA8945EC06000E14389364840
A TOTAL TREE SVC,19024 MUKILTEO SPEEDWAY # 114,MUKILTEO,WA,98275,,2,783,Shrub And Tree Services,199434532,402632956,47.91265,-122.29943,7,9,0,0,0,0101000020E61000003E5C72DC29935EC0E25817B7D1F44740
ALL MOUNTAIN VACATIONS,529 PARK AVE,MUKILTEO,WA,98275,1611,1,4725,Tour Operator,46908161,976721092,47.944688,-122.300962,3,9,0,0,0,0101000020E6100000AED51EF642935EC03A765089EBF84740
BLUE SKY GLASS MUKILTEO,10924 MUKILTEO SPEEDWAY # 114,MUKILTEO,WA,98275,5022,7,5211,Retailer Of Lumber And Other Building Materials,31076051,402862646,47.899112,-122.291639,3,9,0,0,0,0101000020E61000003ECF9F36AA925EC078B81D1A16F34740
CROSS FIT ADVANTAGE,13000 BEVERLY PARK RD,MUKILTEO,WA,98275,5849,2,7991,Physical Fitness Facility,15836115,402446787,47.880591,-122.283903,3,2,0,0,0,0101000020E61000001F0F7D772B925EC07313B534B7F04740
EDWARD JONES,144 NE ERNST ST # C,OAK HARBOR,WA,98277,2804,1,6282,Investment Advisory Services,101254289,402852513,48.29967,-122.651992,3,2,4751,13914,329,0101000020E61000003C50A73CBAA95EC0D1CB28965B264840
FIRST AMERICAN TITLE INS CO,32650 STATE ROUTE 20 # B102,OAK HARBOR,WA,98277,2641,8,6541,Title Abstract Offices,37619801,174878082,48.303138,-122.647144,3,2,8735,1476,183,0101000020E61000005EF3AACE6AA95EC06116DA39CD264840
PLATINUM DENTAL,231 SE BARRINGTON DR # 202,OAK HARBOR,WA,98277,3200,5,8021,Dentist's Office,15566093,402345371,48.288759,-122.65509,3,9,148377602,10,6,0101000020E6100000F27B9BFEECA95EC07CB60E0EF6244840
JUDY STAEPS,161 SE BARRINGTON DR,OAK HARBOR,WA,98277,3261,2,8322,Individual/Family Service,168754562,622079929,48.288594,-122.655875,3,9,0,0,0,0101000020E6100000E5D022DBF9A95EC032E9EFA5F0244840
WAIF CAT ADOPTION CTR,50 NE MIDWAY BLVD,OAK HARBOR,WA,98277,2650,5,8699,Membership Organization,37324196,210541603,48.298534,-122.643036,3,9,0,0,0,0101000020E6100000A489778027A95EC03D5FB35C36264840
SEALASKA ENVIRONMENTAL,32650 STATE ROUTE 20 # C103,OAK HARBOR,WA,98277,2647,1,8731,Commercial Physical Research,37619801,402356899,48.303138,-122.647144,3,9,0,0,0,0101000020E61000005EF3AACE6AA95EC06116DA39CD264840
STEPHEN'S HAIR DESIGN,1423 GULF RD # B,POINT ROBERTS,WA,98281,9005,2,7231,Beauty Shops,31213751,402048967,48.98455,-123.077259,3,9,0,0,0,0101000020E61000009694BBCFF1C45EC06EA301BC057E4840
PUPPY STAIRS,168 VISTA DEL MAR ST,CAMANO ISLAND,WA,98282,7254,2,752,Animal Services,98472957,402816336,48.250276,-122.475179,3,9,0,0,0,0101000020E6100000BE2F2E55699E5EC0A27C410B09204840
RAINEY BROTHERS,638 SUNSET PARK DR,SEDRO WOOLLEY,WA,98284,1546,4,4213,Over-The-Road Trucking Company,31190009,402309807,48.501416,-122.253476,3,9,0,0,0,0101000020E61000008A9466F338905EC077D844662E404840
SIMPLY SILVER & MORE,805B METCALF ST,SEDRO WOOLLEY,WA,98284,1422,2,5094,Wholesaler Of Jewelry And Precious Stones,31265572,402555021,48.503367,-122.238346,3,9,0,0,0,0101000020E61000007AC8940F418F5EC05C7171546E404840
ANACORTES CLEAN CARPETS,23984 BASSETT RD,SEDRO WOOLLEY,WA,98284,7640,1,7217,Carpet And Upholstery Cleaning,31159473,662834647,48.528369,-122.22644,3,9,0,0,0,0101000020E610000066A032FE7D8E5EC0309C6B98A1434840
JOSHUA'S HOUSE ADULT FAMILY HM,1809 TOWNSHIP ST,SEDRO WOOLLEY,WA,98284,1959,10,8361,Residential Care Service,53516341,402309706,48.49443,-122.225756,3,9,0,0,0,0101000020E61000000D384BC9728E5EC0A514747B493F4840
ALLWAYS ROOFING,1102 20TH ST,SNOHOMISH,WA,98290,1348,3,1761,Roofing/Siding Contractor,102402279,402430848,47.936147,-122.093564,3,9,0,0,0,0101000020E61000004F05DCF3FC855EC0CF9F36AAD3F74740
SIMPLY SWEET CUPCAKES,1206 1/2 1ST ST,SNOHOMISH,WA,98290,2737,3,5461,Retail Bakeries,31053091,402356853,47.911561,-122.097373,3,9,0,0,0,0101000020E6100000DCA0F65B3B865EC08FA7E507AEF44740
AKA WIRED,714 AVENUE D,SNOHOMISH,WA,98290,2333,2,5812,Eating Places,35497462,402555060,47.920576,-122.098274,3,9,0,0,0,0101000020E61000000403081F4A865EC0C2BD326FD5F54740
RAINBOW HOME & LAWN SVC,27630 73RD AVE NW,STANWOOD,WA,98292,4712,1,1521,Single-Family Homes Contractor,102618818,397202953,48.246931,-122.33197,3,9,0,0,0,0101000020E6100000335019FF3E955EC02DAF5C6F9B1F4840
CAMWOOD PLAYERS,6521 PIONEER HWY,STANWOOD,WA,98292,,4,7922,Theatrical Producers/Service,37328481,698012150,48.229648,-122.320993,3,9,0,0,0,0101000020E6100000AD4F39268B945EC0C0CB0C1B651D4840
NORTH CASCADE EYE ASSOC,26910 92ND AVE NW # C6,STANWOOD,WA,98292,5437,5,8011,Medical Doctor's Office,43323425,695532101,48.240778,-122.357606,3,9,148375112,3,1,0101000020E61000009EB64604E3965EC053CC41D0D11E4840
DOMINO'S PIZZA,13119 SEATTLE HILL RD,SNOHOMISH,WA,98296,3400,15,5812,Eating Places,170297433,402583833,47.878392,-122.164715,3,2,3826,7232,331,0101000020E6100000488AC8B08A8A5EC0B58828266FF04740
CROSS FIT SNOHOMISH,16326 STATE ROUTE 9 SE,SNOHOMISH,WA,98296,8789,3,7991,Physical Fitness Facility,189353943,402446833,47.849087,-122.117203,3,2,0,0,0,0101000020E61000008FFF024180875EC0B83A00E2AEEC4740
MT RAINIER VISITOR ASSN,30406 STATE ROUTE 706 E,ASHFORD,WA,98304,,1,7389,Business Service,199393128,562060087,46.758666,-122.031549,3,9,0,0,0,0101000020E61000002DCE18E604825EC0274BADF71B614740
P C PARTS & SVC LLC,1210 SYLVAN WAY,BREMERTON,WA,98310,3427,2,7378,Computer Maintenance Service,31278265,204196778,47.595787,-122.62928,3,9,0,0,0,0101000020E6100000B8019F1F46A85EC0E43098BF42CC4740
ALTENBURG PLUMBING & HTG INC,7301 BRIDLEVALE PL NW,BREMERTON,WA,98311,8915,2,1711,Plumbing/Heating/Ac Contractor,98329045,402355864,47.630772,-122.656033,3,9,0,0,0,0101000020E61000003106D671FCA95EC0C39D0B23BDD04740
SMITH CHIROPRACTIC,1487 NE DAWN RD,BREMERTON,WA,98311,3122,3,8041,Chiropractor's Office,198173190,409786444,47.615784,-122.630802,3,9,0,0,0,0101000020E610000017105A0F5FA85EC035B39602D2CE4740
ACHTEN'S QUALITY ROOFING,3460 W BELFAIR VALLEY RD # C,BREMERTON,WA,98312,4930,1,1761,Roofing/Siding Contractor,31125092,689654812,47.529622,-122.697097,3,9,0,0,0,0101000020E6100000F148BC3C9DAC5EC0FE9E58A7CAC34740
FUTURE HOMES,3450 STATE HIGHWAY 16 W,BREMERTON,WA,98312,5012,3,1542,Nonresidential Construction Contractor,35705879,497522086,47.524923,-122.695832,3,9,47381,31,20,0101000020E6100000A8E0F08288AC5EC088F546AD30C34740
PRIMERICA FINANCIAL SVC,300 WILKES AVE # 201,BREMERTON,WA,98312,3336,5,6282,Investment Advisory Services,44252042,402575227,47.561857,-122.680625,3,2,2168,3409,305,0101000020E6100000C3F5285C8FAB5EC0AC0320EEEAC74740
TLC CLEANING SVC,200 NATIONAL AVE S,BREMERTON,WA,98312,3614,2,7349,Building Maintenance Service,37618707,402624117,47.561925,-122.66763,3,9,0,0,0,0101000020E610000006F52D73BAAA5EC004E78C28EDC74740
GOLDEN VALLEY 55 PLUS,6505 241ST AVE E,BUCKLEY,WA,98321,8718,3,6552,Land Developer,146091108,561427808,47.198246,-122.10869,3,9,0,0,0,0101000020E6100000BED9E6C6F4865EC00A48FB1F60994740
FURNITURE MEDIC,1448 OLSEN AVE,BUCKLEY,WA,98321,8960,2,7641,Reupholstery/Furniture Repair,38690950,402811288,47.169893,-122.018128,3,2,5076,577,180,0101000020E610000015C9570229815EC0E068C70DBF954740
ALL ABOUT YOU SALON,205 CENTER ST # A,EATONVILLE,WA,98328,,2,7231,Beauty Shops,198066014,400810425,46.866645,-122.265336,3,9,0,0,0,0101000020E6100000E59CD843FB905EC0F71E2E39EE6E4740
NELSON HARDIN LLC,7191 WAGNER WAY NW # 304,GIG HARBOR,WA,98335,6909,3,1521,Single-Family Homes Contractor,182036203,615381720,47.323341,-122.593204,3,9,0,0,0,0101000020E6100000CFF6E80DF7A55EC05C3AE63C63A94740
HARBOR FENCE,1623 STONE DR NW # C,GIG HARBOR,WA,98335,8830,2,5039,Wholesaler Of Construction Materials,31298942,968987990,47.276457,-122.560665,3,9,0,0,0,0101000020E6100000C2C073EFE1A35EC009E066F162A34740
TICKLES CHILDREN'S SALON,4729 POINT FOSDICK DR NW # 100,GIG HARBOR,WA,98335,2316,2,7231,Beauty Shops,168779153,402570580,47.300833,-122.578965,3,9,0,0,0,0101000020E6100000D52137C30DA55EC05E471CB281A64740
CROSS FIT GIG HARBOR,6521 43RD AVENUE CT NW # A,GIG HARBOR,WA,98335,8333,2,7991,Physical Fitness Facility,31133566,402446727,47.316925,-122.597034,3,2,0,0,0,0101000020E6100000672618CE35A65EC0742497FF90A84740
DEEGE INSURANCE & FINANCIAL,100 CHESTER AVE,BREMERTON,WA,98337,,4,6411,"Insurance Agents, Brokers And Service",199398059,402793135,47.56374,-122.635417,3,9,0,0,0,0101000020E6100000A39410ACAAA85EC039B9DFA128C84740
TIMOTHY STIMAC SALON/AVEDA,608 4TH ST,BREMERTON,WA,98337,1412,3,7231,Beauty Shops,189517474,972721625,47.565976,-122.628109,3,9,108811,542,133,0101000020E6100000B05417F032A85EC01329CDE671C84740
A & L TOPSOIL,461 OLD HADLOCK RD,PORT HADLOCK,WA,98339,,2,782,Lawn And Garden Services,131960564,402260501,48.028509,-122.762924,3,9,0,0,0,0101000020E610000058552FBFD3B05EC02252D32EA6034840
VIRGINIA MCINTYRE,708 CHIMACUM RD,PORT HADLOCK,WA,98339,,1,8322,Individual/Family Service,199442828,402260370,48.029795,-122.760268,3,9,0,0,0,0101000020E6100000800C1D3BA8B05EC0CB4A9352D0034840
KINGSTON COLONIAL HEIGHTS,26219 CENTRAL AVE NE # 101,KINGSTON,WA,98346,7665,1,6513,Apartment Building Operators,100130103,402552644,47.802017,-122.498594,3,9,0,0,0,0101000020E6100000D6FECEF6E89F5EC003EB387EA8E64740
IT ADVISORS LLC,PO BOX 1894,MILTON,WA,98354,1894,5,7371,Custom Computer Programming Services,199431379,402617796,47.25164,-122.31298,7,9,0,0,0,0101000020E6100000551344DD07945EC0C72E51BD35A04740
BUCKSNORT PUB,198 MAIN AVE,MORTON,WA,98356,,4,5813,Drinking Places,47218067,402555013,46.558173,-122.275237,3,9,0,0,0,0101000020E61000008C69A67B9D915EC04E417E3672474740
LINDA'S WOODFIRED KITCHEN,1110 BAY VIEW AVE,NEAH BAY,WA,98357,,6,5812,Eating Places,199435334,402344140,48.36782,-124.62335,7,9,0,0,0,0101000020E61000008BFD65F7E4275FC04968CBB9142F4840
PUMPKIN PALACE,12920 STATE ROUTE 162 E,ORTING,WA,98360,,6,191,General Crop Farm,199439061,805009396,47.138028,-122.237183,3,9,0,0,0,0101000020E6100000B30A9B012E8F5EC055F7C8E6AA914740
EYLES CUSTOM CABINETRY,13813 141ST AVE E,ORTING,WA,98360,8491,1,5712,Retailer Of Furniture,101357094,265599050,47.11171,-122.22351,7,9,0,0,0,0101000020E61000000E15E3FC4D8E5EC06E5166834C8E4740
ORTING CHAMBER OF COMMERCE,202 S WASHINGTON AVE,ORTING,WA,98360,,3,8999,Miscellaneous Service,198125309,400500908,47.097099,-122.202815,3,9,43010,9891,325,0101000020E6100000D908C4EBFA8C5EC0B6BC72BD6D8C4740
CASTLEROCK LANDSCAPING,816 GELLOR RD,PORT ANGELES,WA,98362,9251,3,782,Lawn And Garden Services,101524798,402264150,48.036171,-123.272107,3,9,0,0,0,0101000020E6100000D0807A336AD15EC025085740A1044840
CLEARVIEW SERVICES,436 W 15TH ST,PORT ANGELES,WA,98362,7500,3,1721,Painting/Paper Hanging Contractor,101523511,402264278,48.109968,-123.452395,3,9,0,0,0,0101000020E6100000EE77280AF4DC5EC0A3CD716E130E4840
ELAINE BICKLE,2442 E HIGHWAY 101 # 23B,PORT ANGELES,WA,98362,9007,3,1521,Single-Family Homes Contractor,51373957,402264052,48.104476,-123.385337,3,9,0,0,0,0101000020E6100000153C855CA9D85EC0C39B35785F0D4840
JOSETTE M HODGE,164 S BROOK AVE,PORT ANGELES,WA,98362,8603,3,1521,Single-Family Homes Contractor,101521055,402264053,48.102947,-123.381107,3,9,0,0,0,0101000020E6100000B5519D0E64D85EC0541C075E2D0D4840
DRAFT WORKS HORSELOGGING LLC,376 UPHILL DR,PORT ANGELES,WA,98362,9379,3,2411,Logging Mill,101523104,402264158,48.060085,-123.384944,3,9,0,0,0,0101000020E6100000A7B228ECA2D85EC076FD82DDB0074840
PENINSULA DAILY NEWS,305 W 1ST ST,PORT ANGELES,WA,98362,2205,4,2711,Newspaper Publisher,9665485,402264175,48.120817,-123.437435,3,9,0,0,0,0101000020E61000000CC85EEFFEDB5EC082E673EE760F4840
GOPHER DELIVERY SVC,806 HEUSLEIN RD,PORT ANGELES,WA,98362,9510,2,4212,Local Trucking Company,101524730,402264070,48.105277,-123.262891,3,9,0,0,0,0101000020E61000006ADAC534D3D05EC0B0027CB7790D4840
MCCARVER MINI STORAGE,112 MCCARVER RD,PORT ANGELES,WA,98362,8618,2,4225,General Storage Service,163522445,402264265,48.104683,-123.366408,3,9,0,0,0,0101000020E61000008A3F8A3A73D75EC03DB9A640660D4840
NORTHWEST FUDGE & CONFECTIONS,108 W 1ST ST,PORT ANGELES,WA,98362,2603,2,5441,"Retailer Of Candy, Nut And Confectionery",31135180,261352769,48.11897,-123.433671,3,9,0,0,0,0101000020E6100000508E0244C1DB5EC0419AB1683A0F4840
TWICE UPON A CHILD,313 W 1ST ST,PORT ANGELES,WA,98362,2205,3,5621,Retailer Of Women's Clothing,31175965,237931035,48.120894,-123.437634,3,9,0,0,0,0101000020E61000008867093202DC5EC02D246074790F4840
CLALLAN CO SHERIFFS OFFICE,730 E FRONT ST,PORT ANGELES,WA,98362,3611,5,5999,Retailer Of Miscellaneous Merchandise,31193558,402264234,48.11476,-123.420552,3,9,0,0,0,0101000020E61000001D91EF52EADA5EC0C971A774B00E4840
AGLAZING ART STUDIO,207 W 1ST ST,PORT ANGELES,WA,98362,2604,5,5999,Retailer Of Miscellaneous Merchandise,31253725,402263967,48.120026,-123.435474,3,9,0,0,0,0101000020E6100000881057CEDEDB5EC0B95510035D0F4840
AMERICA'S FINEST INC,542 N OAKRIDGE DR,PORT ANGELES,WA,98362,9055,3,7217,Carpet And Upholstery Cleaning,31302978,979080538,48.108877,-123.364384,3,9,148388502,13,7,0101000020E6100000E2CB441152D75EC0AF2479AEEF0D4840
AMIDST VISION PHOTOGRAPHY,1226 CRAIG AVE # 10,PORT ANGELES,WA,98362,2701,1,7221,Portrait Studio,53825496,402264192,48.097253,-123.418999,3,9,0,0,0,0101000020E6100000A1832EE1D0DA5EC00D384BC9720C4840
SIMPLE SERVICES MADE EASIER,1402 S CRST # 5,PORT ANGELES,WA,98362,,2,7349,Building Maintenance Service,199442770,402264239,48.10192,-123.40345,7,9,0,0,0,0101000020E61000008FE4F21FD2D95EC07767EDB60B0D4840
TONYA'S GARDENING & HSKPNG,1115 S LINCOLN ST # 2,PORT ANGELES,WA,98362,7802,2,7349,Building Maintenance Service,46914938,402264240,48.109194,-123.439608,3,9,0,0,0,0101000020E6100000D7C3978922DC5EC0B075A911FA0D4840
EVERGREEN INVESTIGATIONS LLC,136 E 8TH ST # 203,PORT ANGELES,WA,98362,6129,2,7381,Detective/Armored Car Service,31182236,402264140,48.112345,-123.437886,3,9,0,0,0,0101000020E61000001558005306DC5EC03F6F2A52610E4840
CARLSBORG INVESTIGATION SVC,801 E FRONT ST,PORT ANGELES,WA,98362,3636,2,7381,Detective/Armored Car Service,31066778,402264237,48.114347,-123.418773,3,9,0,0,0,0101000020E6100000A9DC442DCDDA5EC0A7B228ECA20E4840
OLYMPIC IYENGAR YOGA,710 S LINCOLN ST,PORT ANGELES,WA,98362,6124,2,7999,Recreation Service,31070186,402264309,48.112801,-123.436847,3,9,0,0,0,0101000020E6100000C4961E4DF5DB5EC061FA5E43700E4840
KWA IN HOME CARE,302 E 8TH ST,PORT ANGELES,WA,98362,6218,3,8611,Business Association,46915018,256589417,48.11059,-123.433658,3,9,0,0,0,0101000020E610000085E97B0DC1DB5EC0E0A128D0270E4840
HAAS & RAMIREZ,603 E 8TH ST # A,PORT ANGELES,WA,98362,6251,3,8111,Legal Service,31301628,689654911,48.108602,-123.428009,3,9,0,0,0,0101000020E61000003259DC7F64DB5EC0DD239BABE60D4840
WIZARD OF FRAUD INC,801 E FRONT ST,PORT ANGELES,WA,98362,3636,5,8721,Accounting/Bookkeeping Service,31066778,402264090,48.114347,-123.418773,3,9,0,0,0,0101000020E6100000A9DC442DCDDA5EC0A7B228ECA20E4840
B&B ENGINEERING,1643 TOWNSHIP LINE RD,PORT ANGELES,WA,98362,9220,2,8711,Engineering Service,41506908,402264091,48.04392,-123.305711,3,9,0,0,0,0101000020E6100000C2C1DEC490D35EC0F6D1A92B9F054840
MARS HILL FOUNDATION,6111 NE 6TH AVE,PORT ANGELES,WA,98362,,3,8733,Noncommercial Research Service,199442772,402264102,48.10192,-123.40345,7,9,0,0,0,0101000020E61000008FE4F21FD2D95EC07767EDB60B0D4840
KEEP IT GREEN LAWN & HOME CARE,308 KREAMAN RD,PORT ANGELES,WA,98363,6136,2,5261,Retailer Of Nurseries And Garden Centers,101527686,402264153,48.09242,-123.76389,7,9,0,0,0,0101000020E610000074EFE192E3F05EC087BF266BD40B4840
SALT CREEK RESTAURANT & LOUNGE,53821 HIGHWAY 112,PORT ANGELES,WA,98363,7193,6,5812,Eating Places,37325753,402580793,48.121123,-123.679915,3,9,0,0,0,0101000020E6100000D44334BA83EB5EC08EE55DF5800F4840
SERENITY HOUSE CLALLAM CNTY,PO BOX 4047,PORT ANGELES,WA,98363,997,50,8322,Individual/Family Service,42636531,659936330,48.11678,-123.52538,7,9,0,0,0,0101000020E61000003D7E6FD39FE15EC0D769A4A5F20E4840
OLYMPIC APPRAISAL,PO BOX 1851,PORT ORCHARD,WA,98366,659,2,6531,Real Estate Agents And Managers,199442869,379540164,47.53162,-122.60806,7,9,0,0,0,0101000020E61000005E807D74EAA65EC023F3C81F0CC44740
CLUB OLYMPIC FITNESS,1498 COLCHESTER DR E,PORT ORCHARD,WA,98366,,4,7991,Physical Fitness Facility,101533891,402345356,47.547359,-122.541968,3,9,0,0,0,0101000020E6100000A0DE8C9AAFA25EC0EC1516DC0FC64740
HOLT CHIROPRACTIC,1800 SE MILE HILL DR # 150,PORT ORCHARD,WA,98366,3517,7,8041,Chiropractor's Office,181896309,409786447,47.533873,-122.623858,3,9,0,0,0,0101000020E610000045D61A4AEDA75EC0D49B51F355C44740
JONATHAN MORRIS LAW OFFICE,1014 BAY ST # 4,PORT ORCHARD,WA,98366,5243,3,8111,Legal Service,9554430,719620619,47.542609,-122.631305,3,9,0,0,0,0101000020E61000004833164D67A85EC0F4C1323674C54740
BOSS DIEHL & AXTELLE,1730 POTTERY AVE # 120,PORT ORCHARD,WA,98366,2565,7,8322,Individual/Family Service,101534118,251184073,47.523111,-122.652471,3,9,0,0,0,0101000020E6100000A9A5B915C2A95EC0C4961E4DF5C24740
SOUTH KITSAP HELPLINE,1012 MITCHELL AVE,PORT ORCHARD,WA,98366,4414,8,8322,Individual/Family Service,31257899,708673652,47.531412,-122.627686,3,9,0,0,0,0101000020E61000000D8AE6012CA85EC0DA59F44E05C44740
CONDON NERO INC,450 PORT ORCHARD BLVD # 360,PORT ORCHARD,WA,98366,4705,10,8331,Job Training/Related Service,199442868,251183786,47.538261,-122.64218,3,9,0,0,0,0101000020E61000004C89247A19A95EC02BDB87BCE5C44740
BARRETT ENGINEERING,15570 DIAZ PL SW,PORT ORCHARD,WA,98367,6703,2,8711,Engineering Service,199442867,402356937,47.53162,-122.60806,7,9,148389855,8,7,0101000020E61000005E807D74EAA65EC023F3C81F0CC44740
NIEBERGALL MARBLE SVC INC,3062 STATE HIGHWAY 16 SW # 15,PORT ORCHARD,WA,98367,7086,3,5032,Wholesaler Of Brick/Stone Materials,35477583,402594552,47.524551,-122.693803,3,9,0,0,0,0101000020E610000078B7B24467AC5EC0C40AB77C24C34740
KITSAP UROLOGY ASSOC,451 SW SEDGWICK RD # 220,PORT ORCHARD,WA,98367,6447,14,8011,Medical Doctor's Office,56934244,409788013,47.497599,-122.65201,3,2,0,0,0,0101000020E61000008FAA2688BAA95EC0DBC2F352B1BF4740
BOONE'S DRIVEWAY REPAIR,PO BOX 669,PORT TOWNSEND,WA,98368,669,3,1611,Highway/Street Construction Contractor,165995629,402260481,48.11254,-122.79036,7,9,0,0,0,0101000020E610000043041C4295B25EC0F5BEF1B5670E4840
RENAISSANCE RAGS,940 WATER ST,PORT TOWNSEND,WA,98368,5747,1,5651,Retailer Of Family Clothing,10745354,402356824,48.114272,-122.757168,3,9,0,0,0,0101000020E6100000F964C57075B05EC09C6C0377A00E4840
REDDIRT POTTERY,110 FAIRBREEZE DR,PORT TOWNSEND,WA,98368,9582,1,5719,Retailer Of Home Furnishings,53734592,402260462,48.065862,-122.791894,3,9,0,0,0,0101000020E610000083F92B64AEB25EC04B06802A6E084840
SQUEAKY NEWT CRAFTS,228 THOMAS ST # 5,PORT TOWNSEND,WA,98368,2269,2,5999,Retailer Of Miscellaneous Merchandise,101549885,402260310,48.101464,-122.798705,3,9,0,0,0,0101000020E6100000B58993FB1DB35EC055DCB8C5FC0C4840
FIRST AMERICAN TITLE INS CO,2424 S PARK AVE,PORT TOWNSEND,WA,98368,2238,7,6541,Title Abstract Offices,199443193,174959023,48.104451,-122.804936,3,2,8735,1476,183,0101000020E6100000E0D7481284B35EC06A847EA65E0D4840
BUNGALOW ON THE BLUFF,303 FILLMORE ST,PORT TOWNSEND,WA,98368,6605,2,7011,Hotels And Motels,101550318,402260334,48.113694,-122.760337,3,9,0,0,0,0101000020E6100000153C855CA9B05EC02FE065868D0E4840
SUPERKLEEN CARPET CLEANERS,800 W PARK AVE,PORT TOWNSEND,WA,98368,2283,2,7217,Carpet And Upholstery Cleaning,31056357,538152091,48.105427,-122.803885,3,9,0,0,0,0101000020E6100000AD2F12DA72B35EC0C58EC6A17E0D4840
DAVID CONKLIN PHOTOGRAPHY,210 TAYLOR ST,PORT TOWNSEND,WA,98368,5772,1,7221,Portrait Studio,31300503,538165705,48.114873,-122.756668,3,9,0,0,0,0101000020E6100000817B9E3F6DB05EC0C2189128B40E4840
LINDA'S TRANSCRIPTION SVC,1936 HAINES ST,PORT TOWNSEND,WA,98368,7857,1,7389,Business Service,101549496,402260502,48.114019,-122.779927,3,9,0,0,0,0101000020E61000001D91EF52EAB15EC0B20FB22C980E4840
OLYMPIC PENINSULA KIDNEY CTR,2500 W SIMS WAY,PORT TOWNSEND,WA,98368,2234,12,8092,Kidney Dialysis Center,54169179,402385644,48.109254,-122.774824,3,9,0,0,0,0101000020E6100000FA0967B796B15EC0857AFA08FC0D4840
BLUE HERON SKILLED NURSING SVC,59 12 NE 113TH ST,PORT TOWNSEND,WA,98368,,5,8049,Health Practitioner's Office,199443196,402260423,48.11254,-122.79036,7,9,0,0,0,0101000020E610000043041C4295B25EC0F5BEF1B5670E4840
EVERGREEN MIND BODY THERAPIES,210 TAYLOR ST # 18,PORT TOWNSEND,WA,98368,5772,2,8049,Health Practitioner's Office,31300503,402260338,48.114873,-122.756668,3,9,0,0,0,0101000020E6100000817B9E3F6DB05EC0C2189128B40E4840
CHIMACUM SCHOOL DISTRICT OFC,641 HARRISON ST,PORT TOWNSEND,WA,98368,6517,20,8211,Elementary/Secondary School,13343307,402260297,48.115663,-122.763544,3,9,0,0,0,0101000020E6100000A643A7E7DDB05EC0BA2D910BCE0E4840
